user_id,trip_id,origin_airport,destination_airport,home_country,home_airport,home_airport_lat,home_airport_lon,destination_airport_lat,destination_airport_lon
164522,164522-cfc23c8020cd4637b310a1f99dde08b0,MCI,JFK,usa,MCI,39.297,-94.714,40.64,-73.779
167852,,,,usa,MCF,27.849,-82.521,,
167852,,,,usa,MCF,27.849,-82.521,,
167852,,,,usa,MCF,27.849,-82.521,,
167852,,,,usa,MCF,27.849,-82.521,,
167852,,,,usa,MCF,27.849,-82.521,,
167852,,,,usa,MCF,27.849,-82.521,,
167852,,,,usa,MCF,27.849,-82.521,,
167852,,,,usa,MCF,27.849,-82.521,,
171470,171470-dbac73113fbe4a5aa537f55f976f63e7,ATL,JHB,usa,ATL,33.64,-84.427,1.641,103.669
171470,171470-dbac73113fbe4a5aa537f55f976f63e7,ATL,JHB,usa,ATL,33.64,-84.427,1.641,103.669
171470,,,,usa,ATL,33.64,-84.427,,
171470,,,,usa,ATL,33.64,-84.427,,
171470,171470-3c9552d5b3b0401e82cb943b28eef629,ATL,BKK,usa,ATL,33.64,-84.427,13.912,100.607
171470,,,,usa,ATL,33.64,-84.427,,
171470,,,,usa,ATL,33.64,-84.427,,
171470,,,,usa,ATL,33.64,-84.427,,
174997,,,,usa,GRR,42.881,-85.523,,
174997,,,,usa,GRR,42.881,-85.523,,
174997,,,,usa,GRR,42.881,-85.523,,
174997,,,,usa,GRR,42.881,-85.523,,
174997,174997-8e29b10835bf45be9e29def0e050632f,GRR,LAX,usa,GRR,42.881,-85.523,33.942,-118.408
174997,,,,usa,GRR,42.881,-85.523,,
174997,174997-a7c3a96620594e849a2345ac4e0bd45d,GRR,WAW,usa,GRR,42.881,-85.523,52.166,20.967
174997,174997-bb786d84df2e45c18644c5e98ad9863a,GRR,ORD,usa,GRR,42.881,-85.523,41.786,-87.752
175032,175032-6bfef29e936140d8b1046e25e814e826,IAH,MEM,usa,IAH,29.98,-95.34,35.042,-89.977
175032,175032-d828723bb52a4f558d3ecc9123248b24,IAH,LAS,usa,IAH,29.98,-95.34,36.08,-115.152
175032,175032-96dd58c8e7fc45a2aae26df4b3069506,,,usa,IAH,29.98,-95.34,,
175032,,,,usa,IAH,29.98,-95.34,,
175032,,,,usa,IAH,29.98,-95.34,,
175032,,,,usa,IAH,29.98,-95.34,,
175032,,,,usa,IAH,29.98,-95.34,,
175032,,,,usa,IAH,29.98,-95.34,,
175032,,,,usa,IAH,29.98,-95.34,,
181157,,,,usa,HOU,29.645,-95.279,,
181157,,,,usa,HOU,29.645,-95.279,,
181157,,,,usa,HOU,29.645,-95.279,,
181157,,,,usa,HOU,29.645,-95.279,,
181157,,,,usa,HOU,29.645,-95.279,,
181157,181157-41b92f311649499a84c7c0b2de125c52,HOU,OKC,usa,HOU,29.645,-95.279,35.393,-97.601
181157,181157-9d86219fb6574ef291b265f78e291c04,HOU,OKC,usa,HOU,29.645,-95.279,35.393,-97.601
181157,181157-4a83fa4f56da482886b9f342587ccaad,HOU,LSQ,usa,HOU,29.645,-95.279,33.942,-118.408
182191,182191-de32473e56244ac3bed8490f76398b2f,PHX,PDX,usa,PHX,33.434,-112.008,45.589,-122.597
182191,,,,usa,PHX,33.434,-112.008,,
182191,,,,usa,PHX,33.434,-112.008,,
182191,,,,usa,PHX,33.434,-112.008,,
182191,,,,usa,PHX,33.434,-112.008,,
182191,,,,usa,PHX,33.434,-112.008,,
182191,,,,usa,PHX,33.434,-112.008,,
182191,,,,usa,PHX,33.434,-112.008,,
187212,,,,usa,LAX,33.942,-118.408,,
187212,,,,usa,LAX,33.942,-118.408,,
187212,,,,usa,LAX,33.942,-118.408,,
187212,,,,usa,LAX,33.942,-118.408,,
187212,,,,usa,LAX,33.942,-118.408,,
187212,187212-ec2aeb37588f4e55a656bce91d862d4d,LAX,YAV,usa,LAX,33.942,-118.408,50.056,-97.032
187212,187212-86cfe034180e467f960a33c6042d391e,LAX,JFK,usa,LAX,33.942,-118.408,40.64,-73.779
187212,187212-fd70ca21a2ed45a7ad8962104bd8eef3,LAX,SFO,usa,LAX,33.942,-118.408,37.619,-122.375
189676,189676-68cf410283804144a151c5f367b71d5a,,,usa,FTW,32.82,-97.362,,
189676,,,,usa,FTW,32.82,-97.362,,
189676,,,,usa,FTW,32.82,-97.362,,
189676,,,,usa,FTW,32.82,-97.362,,
189676,,,,usa,FTW,32.82,-97.362,,
189676,,,,usa,FTW,32.82,-97.362,,
189676,,,,usa,FTW,32.82,-97.362,,
189676,189676-d82f8d64d6934020a5b88f5e53625b0b,FTW,SJC,usa,FTW,32.82,-97.362,37.362,-121.929
190866,190866-7c8104b4b7c746cc9e9e11c02721f5f3,TLH,DEN,usa,TLH,30.396,-84.35,39.858,-104.667
190866,190866-39f7fdf3561541bd990b5bca9c8c18d1,TLH,YZD,usa,TLH,30.396,-84.35,43.862,-79.37
190866,190866-8aa5d82d788441fdbc8ce8046118b5f7,TLH,PDX,usa,TLH,30.396,-84.35,45.589,-122.597
190866,190866-31bac5592ab34ca79d205067a26f9fd3,TLH,NIP,usa,TLH,30.396,-84.35,30.494,-81.688
190866,190866-01ce76bc015142ba8465f9b64661d16b,TLH,PWM,usa,TLH,30.396,-84.35,45.589,-122.597
190866,,,,usa,TLH,30.396,-84.35,,
190866,,,,usa,TLH,30.396,-84.35,,
190866,,,,usa,TLH,30.396,-84.35,,
190866,,,,usa,TLH,30.396,-84.35,,
195192,,,,usa,MDW,41.786,-87.752,,
195192,,,,usa,MDW,41.786,-87.752,,
195192,,,,usa,MDW,41.786,-87.752,,
195192,,,,usa,MDW,41.786,-87.752,,
195192,,,,usa,MDW,41.786,-87.752,,
195192,,,,usa,MDW,41.786,-87.752,,
195192,,,,usa,MDW,41.786,-87.752,,
195192,195192-f810ae7ac3cd493e9aed47e52ffc47ad,MDW,LGA,usa,MDW,41.786,-87.752,40.64,-73.779
204943,,,,canada,YOW,45.323,-75.669,,
204943,204943-07ddf3a4d2a34e03befdbd07c78d9aab,YOW,LGA,canada,YOW,45.323,-75.669,40.64,-73.779
204943,204943-c25cba66042a4eedbd104c03b8f560ac,YOW,SVZ,canada,YOW,45.323,-75.669,29.529,-98.279
204943,204943-5efc41a2816e4e9384c6356f547860e2,YOW,SAT,canada,YOW,45.323,-75.669,29.529,-98.279
204943,204943-e103afe555e14eb7bcb7bd424373781b,YOW,LGA,canada,YOW,45.323,-75.669,40.64,-73.779
204943,204943-104f0428d48b41548c8c62045d2b3af7,YOW,JFK,canada,YOW,45.323,-75.669,40.64,-73.779
204943,204943-5efc41a2816e4e9384c6356f547860e2,YOW,SAT,canada,YOW,45.323,-75.669,29.529,-98.279
204943,204943-656e11c4dfbd4fd09af3bf2a43847c91,YOW,YVR,canada,YOW,45.323,-75.669,49.195,-123.182
204997,204997-d89a2fc9a1ad4e20aa002bc920bef94e,MCI,FTW,usa,MCI,39.297,-94.714,32.82,-97.362
204997,204997-7de2de0693be4c16963e23f7f90bd324,MCI,CLT,usa,MCI,39.297,-94.714,35.214,-80.943
204997,204997-6b979d8b30ad4c6db1e8830744514dfd,MCI,JFK,usa,MCI,39.297,-94.714,40.64,-73.779
204997,204997-7de2de0693be4c16963e23f7f90bd324,MCI,CLT,usa,MCI,39.297,-94.714,35.214,-80.943
204997,,,,usa,MCI,39.297,-94.714,,
204997,,,,usa,MCI,39.297,-94.714,,
204997,,,,usa,MCI,39.297,-94.714,,
204997,204997-303a3759d5814673b7c60db793d46cdd,MCI,AYT,usa,MCI,39.297,-94.714,36.901,30.792
205044,,,,canada,YKZ,43.862,-79.37,,
205044,,,,canada,YKZ,43.862,-79.37,,
205044,,,,canada,YKZ,43.862,-79.37,,
205044,205044-f61d45c578494235b07698e919cf97f5,YKZ,LSQ,canada,YKZ,43.862,-79.37,33.942,-118.408
205044,,,,canada,YKZ,43.862,-79.37,,
205044,,,,canada,YKZ,43.862,-79.37,,
205044,,,,canada,YKZ,43.862,-79.37,,
205044,205044-619fb284553641018f607638222e3d7a,YKZ,LAX,canada,YKZ,43.862,-79.37,33.942,-118.408
205044,205044-6a83290ce87944688828793c667aacc4,YKZ,PHL,canada,YKZ,43.862,-79.37,39.872,-75.241
206011,206011-d024180797604060aa901a3c0e38c294,MCI,NZY,usa,MCI,39.297,-94.714,32.699,-117.215
206011,206011-1eee865398c846379976aa1a8f76608f,MCI,SJI,usa,MCI,39.297,-94.714,37.362,-121.929
206011,206011-b637adcdce88483385e6d6e9c21cdf45,MCI,ORD,usa,MCI,39.297,-94.714,41.786,-87.752
206011,,,,usa,MCI,39.297,-94.714,,
206011,,,,usa,MCI,39.297,-94.714,,
206011,,,,usa,MCI,39.297,-94.714,,
206011,,,,usa,MCI,39.297,-94.714,,
206011,206011-8fc24301a4cc4f2c8abdda9d16143315,MCI,IND,usa,MCI,39.297,-94.714,39.717,-86.294
216796,216796-e239539111354f4e9d333877dde83ae0,CVG,BCN,usa,CVG,39.046,-84.662,41.297,2.078
216796,216796-e239539111354f4e9d333877dde83ae0,CVG,BCN,usa,CVG,39.046,-84.662,41.297,2.078
216796,,,,usa,CVG,39.046,-84.662,,
216796,,,,usa,CVG,39.046,-84.662,,
216796,,,,usa,CVG,39.046,-84.662,,
216796,,,,usa,CVG,39.046,-84.662,,
216796,,,,usa,CVG,39.046,-84.662,,
216796,,,,usa,CVG,39.046,-84.662,,
217114,,,,usa,LGB,33.818,-118.151,,
217114,,,,usa,LGB,33.818,-118.151,,
217114,,,,usa,LGB,33.818,-118.151,,
217114,,,,usa,LGB,33.818,-118.151,,
217114,,,,usa,LGB,33.818,-118.151,,
217114,,,,usa,LGB,33.818,-118.151,,
217114,,,,usa,LGB,33.818,-118.151,,
217114,,,,usa,LGB,33.818,-118.151,,
217114,,,,usa,LGB,33.818,-118.151,,
217136,,,,usa,LIT,34.729,-92.224,,
217136,,,,usa,LIT,34.729,-92.224,,
217136,,,,usa,LIT,34.729,-92.224,,
217136,,,,usa,LIT,34.729,-92.224,,
217136,,,,usa,LIT,34.729,-92.224,,
217136,,,,usa,LIT,34.729,-92.224,,
217136,217136-debe4a6e757c404e84b4f53a4c006c88,LIT,BFI,usa,LIT,34.729,-92.224,47.53,-122.302
217136,217136-27d086ff51bb425791cc1a35c10d6a6c,,,usa,LIT,34.729,-92.224,,
220725,220725-ede7d3bf960044e4b519a30dcb3f9294,SCK,SAT,usa,SCK,37.894,-121.239,29.529,-98.279
220725,220725-eb0e853482fa42d9b5014776cb96a9f6,SCK,AUS,usa,SCK,37.894,-121.239,30.194,-97.67
220725,220725-a5218b48eac54e23b70fdd1f03243f25,SCK,LGA,usa,SCK,37.894,-121.239,40.64,-73.779
220725,220725-ede7d3bf960044e4b519a30dcb3f9294,SCK,SAT,usa,SCK,37.894,-121.239,29.529,-98.279
220725,220725-638213bd858048888b6a4504cf3345a9,SCK,UGN,usa,SCK,37.894,-121.239,41.786,-87.752
220725,,,,usa,SCK,37.894,-121.239,,
220725,,,,usa,SCK,37.894,-121.239,,
220725,,,,usa,SCK,37.894,-121.239,,
220725,,,,usa,SCK,37.894,-121.239,,
224996,,,,canada,YHZ,44.881,-63.509,,
224996,,,,canada,YHZ,44.881,-63.509,,
224996,,,,canada,YHZ,44.881,-63.509,,
224996,,,,canada,YHZ,44.881,-63.509,,
224996,,,,canada,YHZ,44.881,-63.509,,
224996,,,,canada,YHZ,44.881,-63.509,,
224996,224996-c34a8b2b883e40c99ba34f179d419625,YHZ,YYC,canada,YHZ,44.881,-63.509,51.114,-114.02
224996,224996-c83b5f33943b4cbf8ec93049c6fb6166,YHZ,JFK,canada,YHZ,44.881,-63.509,40.64,-73.779
226367,226367-f4e28e54697a4449b5665c34db916170,IAD,ORD,usa,IAD,38.944,-77.456,41.786,-87.752
226367,226367-c37ef7148c7b472cbf1370cf26bc0211,IAD,JFK,usa,IAD,38.944,-77.456,40.64,-73.779
226367,226367-0c1be8e577e34f2991d2826b366683ed,IAD,LAX,usa,IAD,38.944,-77.456,33.942,-118.408
226367,,,,usa,IAD,38.944,-77.456,,
226367,,,,usa,IAD,38.944,-77.456,,
226367,,,,usa,IAD,38.944,-77.456,,
226367,,,,usa,IAD,38.944,-77.456,,
226367,,,,usa,IAD,38.944,-77.456,,
228195,,,,usa,LAX,33.942,-118.408,,
228195,,,,usa,LAX,33.942,-118.408,,
228195,,,,usa,LAX,33.942,-118.408,,
228195,,,,usa,LAX,33.942,-118.408,,
228195,,,,usa,LAX,33.942,-118.408,,
228195,,,,usa,LAX,33.942,-118.408,,
228195,,,,usa,LAX,33.942,-118.408,,
228195,,,,usa,LAX,33.942,-118.408,,
228195,,,,usa,LAX,33.942,-118.408,,
228872,,,,usa,RND,29.529,-98.279,,
228872,,,,usa,RND,29.529,-98.279,,
228872,,,,usa,RND,29.529,-98.279,,
228872,,,,usa,RND,29.529,-98.279,,
228872,,,,usa,RND,29.529,-98.279,,
228872,,,,usa,RND,29.529,-98.279,,
228872,228872-b0e666f7f86e45b99a955600d0aa21fc,RND,PDX,usa,RND,29.529,-98.279,45.589,-122.597
228872,228872-034a816c5cae4396849dbd1f56884050,,,usa,RND,29.529,-98.279,,
229009,229009-406ee07a72a74789bb7b0f5bf0730fe0,SCK,YED,usa,SCK,37.894,-121.239,53.667,-113.467
229009,,,,usa,SCK,37.894,-121.239,,
229009,,,,usa,SCK,37.894,-121.239,,
229009,,,,usa,SCK,37.894,-121.239,,
229009,,,,usa,SCK,37.894,-121.239,,
229009,229009-63a0845c98ca46d3a0353b136e3174cc,SCK,TSA,usa,SCK,37.894,-121.239,25.069,121.552
229009,229009-63a0845c98ca46d3a0353b136e3174cc,SCK,TSA,usa,SCK,37.894,-121.239,25.069,121.552
229009,229009-ba2187427f744c7ebf94319be37826ec,SCK,LGA,usa,SCK,37.894,-121.239,40.64,-73.779
229108,,,,usa,BTV,44.472,-73.153,,
229108,,,,usa,BTV,44.472,-73.153,,
229108,,,,usa,BTV,44.472,-73.153,,
229108,,,,usa,BTV,44.472,-73.153,,
229108,,,,usa,BTV,44.472,-73.153,,
229108,,,,usa,BTV,44.472,-73.153,,
229108,229108-b5c1cf29f6cb4c0b9d0970ee489b68be,BTV,AUS,usa,BTV,44.472,-73.153,30.194,-97.67
229108,229108-b5c1cf29f6cb4c0b9d0970ee489b68be,BTV,AUS,usa,BTV,44.472,-73.153,30.194,-97.67
229330,229330-12d72a1abd82462f932708f01e870be2,COS,LAX,usa,COS,38.806,-104.7,33.942,-118.408
229330,229330-d4a91967362b4441913d13f5bc8156a3,COS,LSQ,usa,COS,38.806,-104.7,33.942,-118.408
229330,,,,usa,COS,38.806,-104.7,,
229330,229330-b73ffe29221b40a086cd0107f85eac2b,COS,RND,usa,COS,38.806,-104.7,29.529,-98.279
229330,,,,usa,COS,38.806,-104.7,,
229330,,,,usa,COS,38.806,-104.7,,
229330,,,,usa,COS,38.806,-104.7,,
229330,229330-c2bd44d619d74056b0de1610d23cda24,COS,FTW,usa,COS,38.806,-104.7,32.82,-97.362
232647,,,,usa,BHM,33.563,-86.753,,
232647,232647-d307e0abd4e8468985d1ddbb9519633b,,,usa,BHM,33.563,-86.753,,
232647,,,,usa,BHM,33.563,-86.753,,
232647,,,,usa,BHM,33.563,-86.753,,
232647,,,,usa,BHM,33.563,-86.753,,
232647,,,,usa,BHM,33.563,-86.753,,
232647,,,,usa,BHM,33.563,-86.753,,
232647,232647-0f62c6fb78044ab0acc938fca55b097b,BHM,LGA,usa,BHM,33.563,-86.753,40.64,-73.779
249521,249521-f09c9fe5487349379ac1b9f0610eb536,,,canada,YOW,45.323,-75.669,,
249521,,,,canada,YOW,45.323,-75.669,,
249521,,,,canada,YOW,45.323,-75.669,,
249521,,,,canada,YOW,45.323,-75.669,,
249521,249521-67f87434c2c5448e932d66ada4f333b7,YOW,YVR,canada,YOW,45.323,-75.669,49.195,-123.182
249521,,,,canada,YOW,45.323,-75.669,,
249521,,,,canada,YOW,45.323,-75.669,,
249521,,,,canada,YOW,45.323,-75.669,,
252835,252835-db62add9d6364162adc85cc234a12552,ORD,PHX,usa,ORD,41.979,-87.904,33.535,-112.383
252835,252835-2a1046819a9e46a8801604ea093a920d,ORD,LGA,usa,ORD,41.979,-87.904,40.64,-73.779
252835,252835-b2f4e4f98d404af29d3036097e25c3f4,ORD,PHX,usa,ORD,41.979,-87.904,33.535,-112.383
252835,252835-83436d3a5b194c72b7745b2f3a48b9a6,ORD,YED,usa,ORD,41.979,-87.904,53.667,-113.467
252835,252835-b31818f3263d451ba1e2bd4c9b03a11b,ORD,JFK,usa,ORD,41.979,-87.904,40.64,-73.779
252835,,,,usa,ORD,41.979,-87.904,,
252835,,,,usa,ORD,41.979,-87.904,,
252835,,,,usa,ORD,41.979,-87.904,,
258451,,,,usa,OPF,25.907,-80.278,,
258451,,,,usa,OPF,25.907,-80.278,,
258451,,,,usa,OPF,25.907,-80.278,,
258451,,,,usa,OPF,25.907,-80.278,,
258451,,,,usa,OPF,25.907,-80.278,,
258451,,,,usa,OPF,25.907,-80.278,,
258451,258451-69d3c630b048471891772154fd235670,,,usa,OPF,25.907,-80.278,,
258451,258451-69d3c630b048471891772154fd235670,,,usa,OPF,25.907,-80.278,,
264470,,,,usa,BFL,35.433,-119.057,,
264470,,,,usa,BFL,35.433,-119.057,,
264470,,,,usa,BFL,35.433,-119.057,,
264470,,,,usa,BFL,35.433,-119.057,,
264470,,,,usa,BFL,35.433,-119.057,,
264470,,,,usa,BFL,35.433,-119.057,,
264470,264470-c44b4d9de46f42d5b74d5a6bd5360fc4,BFL,PHX,usa,BFL,35.433,-119.057,33.535,-112.383
264470,264470-2cb99eac1ed44324b94c452f389f5ee1,BFL,LGA,usa,BFL,35.433,-119.057,40.64,-73.779
276512,276512-5f6e5f4d3d124bfd90a407d450a55c2e,AUS,PNE,usa,AUS,30.194,-97.67,39.872,-75.241
276512,,,,usa,AUS,30.194,-97.67,,
276512,,,,usa,AUS,30.194,-97.67,,
276512,,,,usa,AUS,30.194,-97.67,,
276512,,,,usa,AUS,30.194,-97.67,,
276512,,,,usa,AUS,30.194,-97.67,,
276512,,,,usa,AUS,30.194,-97.67,,
276512,,,,usa,AUS,30.194,-97.67,,
281952,,,,usa,LOU,38.228,-85.664,,
281952,,,,usa,LOU,38.228,-85.664,,
281952,,,,usa,LOU,38.228,-85.664,,
281952,,,,usa,LOU,38.228,-85.664,,
281952,,,,usa,LOU,38.228,-85.664,,
281952,,,,usa,LOU,38.228,-85.664,,
281952,281952-bd03b395742b4790bcd3656dd319a60f,LOU,YYC,usa,LOU,38.228,-85.664,51.114,-114.02
281952,281952-e45eebaa33114910a96edc7e5f3b0a4f,LOU,LGA,usa,LOU,38.228,-85.664,40.64,-73.779
283325,283325-d90c72771fc14afe97d93355e1f801d9,,,usa,DAL,32.847,-96.852,,
283325,,,,usa,DAL,32.847,-96.852,,
283325,,,,usa,DAL,32.847,-96.852,,
283325,,,,usa,DAL,32.847,-96.852,,
283325,,,,usa,DAL,32.847,-96.852,,
283325,,,,usa,DAL,32.847,-96.852,,
283325,283325-dd763c2d6d334b3790266b500393438e,DAL,YQB,usa,DAL,32.847,-96.852,46.788,-71.398
283325,,,,usa,DAL,32.847,-96.852,,
290123,,,,usa,HOU,29.645,-95.279,,
290123,290123-8582f5e48e734be7ae0b651759069fdf,HOU,YVR,usa,HOU,29.645,-95.279,49.195,-123.182
290123,290123-fe57b5776cdc46eea7bbcd481b1f4707,HOU,YHU,usa,HOU,29.645,-95.279,45.517,-73.417
290123,,,,usa,HOU,29.645,-95.279,,
290123,290123-7cf9274ec6d24ec99f26586bf5afac14,HOU,LGA,usa,HOU,29.645,-95.279,40.64,-73.779
290123,290123-e4358bf682564d509c2e57f5d4d46d70,HOU,LUF,usa,HOU,29.645,-95.279,33.535,-112.383
290123,290123-b71bc6eda6154a208a72987ed5856f49,HOU,SFO,usa,HOU,29.645,-95.279,37.619,-122.375
290123,290123-929ee123c3bd48c2870569e824a22d8b,HOU,DEN,usa,HOU,29.645,-95.279,39.858,-104.667
